timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747951930042,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930044,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930126,3,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,3,0,1
1747951930130,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930131,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930132,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930134,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930136,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930137,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930139,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930140,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930142,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-18,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930226,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951930229,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930230,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930232,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930234,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930236,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930238,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930240,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930242,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930244,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-19,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930324,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951930327,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930329,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930331,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930332,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930334,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930336,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930337,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930339,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930341,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-20,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930426,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951930429,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930431,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951930432,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930434,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930435,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930436,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930438,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930440,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930441,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-21,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930526,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951930528,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930530,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951930531,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930533,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930535,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930537,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930539,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930540,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930542,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-22,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930625,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951930628,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930630,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930631,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930632,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930635,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930636,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930638,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951930640,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930641,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-23,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930724,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951930727,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930729,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930730,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930732,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930733,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930735,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930736,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930738,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951930739,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-24,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930825,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951930827,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930829,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951930830,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930832,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930833,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930835,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930836,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930838,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930840,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-25,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930923,5,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,5,0,4
1747951930929,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930930,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930932,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951930933,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930935,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930937,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930939,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951930940,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930942,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-26,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931023,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951931026,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931028,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951931029,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931031,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931032,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931033,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951931035,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951931037,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931039,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-27,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931124,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951931127,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931128,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931130,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931131,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931132,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931134,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931135,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931136,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931138,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-28,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931222,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951931224,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931226,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931228,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951931229,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931230,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951931232,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931233,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931235,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931236,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-29,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931321,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931323,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931325,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931326,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931328,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931330,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931331,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931333,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931334,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931335,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-30,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931421,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951931423,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931424,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931426,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931427,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931428,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931430,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931432,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931433,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931435,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-31,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951931522,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951931524,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931526,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931527,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931528,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931530,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931531,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931533,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931535,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931536,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-32,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931621,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951931624,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931625,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931627,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931629,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931630,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931631,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931633,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931634,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931635,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-33,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931721,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-34,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951931723,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-34,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931724,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-34,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931726,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-34,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931727,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-34,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931728,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-34,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951931730,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-34,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
